return_id,order_id,customer_id,product_id,return_date,return_reason,refund_amount
R15025,O106532,C104785,P1204,2026-06-20,Damaged Product,5821.96
R15026,O138689,C101151,P1293,2025-11-25,Changed Mind,10108.72
R15027,O154113,C101690,P1374,2026-07-10,Changed Mind,6447.83
R15028,O155848,C101307,P1117,2026-03-16,Damaged Product,28910.45
R15029,O159666,C101620,P1045,2025-05-02,Changed Mind,10511.37
R15030,O115409,C108251,P1480,2025-08-03,Late Delivery,8049.55
R15031,O137849,C106664,P1449,2026-01-20,Damaged Product,11084.56
R15032,O148216,C108230,P1071,2025-03-28,Wrong Product,12501.35
R15033,O137696,C108016,P1260,2026-02-18,Quality Issue,3046.64
R15034,O156766,C108061,P1450,2025-05-23,Quality Issue,17917.77
R15035,O135355,C109128,P1201,2025-12-07,Damaged Product,7918.08
R15036,O122128,C104316,P1153,2025-01-29,Late Delivery,16719.19
R15037,O119724,C106818,P1091,2026-07-27,Late Delivery,5247.94
R15038,O154574,C102948,P1133,2025-07-12,Quality Issue,5823.51
R15039,O133885,C100653,P1439,2025-03-21,Damaged Product,6629.46
R15040,O102745,C101218,P1476,2025-08-13,Wrong Product,3198.14
R15041,O138395,C102188,P1178,2025-06-21,Changed Mind,3331.3
R15042,O114858,C104819,P1214,2025-06-23,Wrong Product,13372.8
R15043,O155089,C109751,P1223,2025-06-20,Late Delivery,3748.32
R15044,O100491,C101878,P1474,2025-01-27,Wrong Product,5596.13
R15045,O154233,C106396,P1296,2026-03-29,Late Delivery,9350.51
R15046,O122088,C101894,P1497,2025-02-04,Quality Issue,13621.37
R15047,O121382,C109477,P1298,2025-10-07,Late Delivery,2419.42
R15048,O147947,C103651,P1386,2025-11-03,Late Delivery,2145.99
R15049,O124075,C101333,P1459,2025-03-22,Wrong Product,1169.89
R15050,O144456,C105912,P1474,2026-04-02,Wrong Product,10073.03
R15051,O113536,C100728,P1337,2026-04-07,Late Delivery,7213.18
R15052,O126556,C106370,P1125,2026-08-05,Late Delivery,4410.46
R15053,O117453,C106169,P1111,2026-01-10,Wrong Product,8367.6
R15054,O109068,C102243,P1444,2025-06-08,Changed Mind,7041.76
R15055,O159713,C103824,P1149,2026-02-09,Wrong Product,14152.82
R15056,O138277,C108822,P1490,2025-05-22,Damaged Product,1824.33
R15057,O124863,C106944,P1148,2025-06-20,Late Delivery,19062.28
R15058,O138989,C109370,P1191,2026-04-15,Late Delivery,5684.27
R15059,O120617,C107174,P1355,2025-02-05,Changed Mind,9041.94
R15060,O105107,C105664,P1451,2026-08-11,Late Delivery,9597.62
R15061,O105915,C102109,P1266,2026-02-11,Wrong Product,1608.03
R15062,O121417,C105493,P1056,2025-05-03,Late Delivery,2115.27
R15063,O152188,C105276,P1407,2025-03-27,Damaged Product,6349.82
R15064,O108719,C106945,P1314,2026-07-19,Late Delivery,13419.94
R15065,O135906,C104265,P1066,2025-08-31,Quality Issue,2915.14
R15066,O159944,C106203,P1123,2025-12-20,Changed Mind,614.71
R15067,O149946,C100618,P1342,2026-02-19,Late Delivery,1406.95
R15068,O116610,C100935,P1246,2025-04-14,Wrong Product,13001.52
R15069,O132113,C107827,P1209,2025-09-25,Wrong Product,8322.05
R15070,O100980,C101734,P1042,2026-04-02,Quality Issue,1084.57
R15071,O100812,C100958,P1053,2025-08-23,Damaged Product,13528.87
R15072,O133166,C106614,P1445,2025-11-01,Damaged Product,3147.45
R15073,O132834,C100370,P1285,2026-04-30,Changed Mind,10498.44
R15074,O127244,C106523,P1183,2025-01-05,Late Delivery,13336.36
R15075,O117797,C103042,P1358,2025-09-06,Late Delivery,1613.38
R15076,O139726,C104260,P1087,2025-12-28,Quality Issue,18815.59
R15077,O145851,C104805,P1227,2026-02-16,Changed Mind,4929.28
R15078,O145420,C102180,P1028,2026-02-02,Wrong Product,6995.28
R15079,O136994,C108761,P1176,2025-10-31,Changed Mind,6469.18
R15080,O159576,C100406,P1029,2026-04-04,Late Delivery,11979.95
R15081,O110436,C100905,P1237,2026-06-09,Wrong Product,11608.52
R15082,O129942,C101282,P1437,2025-02-09,Quality Issue,16620.88
R15083,O137711,C104382,P1059,2025-09-16,Late Delivery,12662.23
R15084,O158605,C106550,P1335,2026-06-20,Damaged Product,6961.95
R15085,O139956,C106304,P1208,2026-07-24,Changed Mind,10987.44
R15086,O156662,C107655,P1068,2025-04-04,Late Delivery,14917.76
R15087,O151236,C107349,P1152,2025-10-28,Damaged Product,3027.16
R15088,O119101,C106566,P1421,2025-05-03,Late Delivery,3737.93
R15089,O142571,C101810,P1327,2026-07-22,Quality Issue,6391.89
R15090,O136909,C100126,P1026,2026-04-23,Late Delivery,6370.0
R15091,O124938,C109991,P1302,2026-02-26,Wrong Product,7451.27
R15092,O151547,C108231,P1369,2025-07-05,Wrong Product,7561.64
R15093,O104679,C104742,P1046,2025-06-02,Late Delivery,2991.14
R15094,O143611,C108973,P1397,2025-11-27,Changed Mind,4980.39
R15095,O146530,C102567,P1494,2026-02-06,Late Delivery,8061.07
R15096,O123609,C103790,P1355,2026-01-01,Wrong Product,3013.98
R15097,O156333,C103770,P1455,2025-04-20,Late Delivery,8494.4
R15098,O159123,C104323,P1212,2025-10-18,Damaged Product,12392.4
R15099,O119258,C100294,P1226,2025-03-29,Damaged Product,4626.14
R15100,O133915,C106608,P1353,2025-09-05,Late Delivery,6416.84
R15101,O133711,C105981,P1312,2026-02-04,Changed Mind,2110.06
R15102,O148551,C108167,P1271,2025-10-27,Wrong Product,13180.08
R15103,O123219,C102636,P1198,2025-05-19,Late Delivery,5582.12
R15104,O145757,C100196,P1272,2025-07-01,Wrong Product,3987.86
R15105,O139790,C105182,P1400,2025-01-23,Damaged Product,16850.19
R15106,O126843,C105806,P1420,2025-04-08,Damaged Product,3966.54
R15107,O120679,C107555,P1022,2026-08-08,Late Delivery,7368.64
R15108,O155094,C107286,P1483,2026-01-04,Late Delivery,2562.19
R15109,O113460,C102323,P1148,2025-03-27,Late Delivery,10032.78
R15110,O104502,C107970,P1204,2025-11-16,Changed Mind,24513.52
R15111,O130717,C108112,P1472,2026-06-02,Late Delivery,5726.91
R15112,O130227,C105742,P1398,2025-04-15,Changed Mind,9418.74
R15113,O108056,C108870,P1112,2025-05-21,Late Delivery,14760.54
R15114,O152560,C106006,P1195,2026-08-10,Damaged Product,7164.07
R15115,O154494,C101127,P1034,2026-01-25,Late Delivery,7243.58
R15116,O112381,C108929,P1253,2026-02-17,Quality Issue,1573.52
R15117,O114234,C105634,P1007,2026-04-27,Wrong Product,15640.03
R15118,O120047,C103088,P1196,2025-07-05,Wrong Product,11654.9
R15119,O121176,C102833,P1249,2025-11-17,Damaged Product,1634.21
R15120,O121855,C104994,P1201,2025-07-14,Quality Issue,1682.59
R15121,O124794,C103896,P1203,2026-05-12,Changed Mind,3480.78
R15122,O147694,C107596,P1476,2025-02-09,Damaged Product,3038.23
R15123,O124912,C104776,P1395,2026-08-10,Damaged Product,2236.64
R15124,O156401,C109412,P1254,2026-01-23,Quality Issue,13190.51
R15125,O129048,C106644,P1023,2025-02-27,Changed Mind,8708.8
R15126,O116161,C106145,P1416,2025-07-16,Damaged Product,4760.96
R15127,O103057,C108605,P1412,2026-02-19,Late Delivery,5078.87
R15128,O132590,C101862,P1461,2025-07-28,Wrong Product,6098.84
R15129,O109352,C106294,P1290,2025-05-24,Late Delivery,1084.38
R15130,O114312,C103513,P1346,2025-06-23,Changed Mind,341.11
R15131,O113424,C104218,P1183,2026-03-22,Quality Issue,3334.09
R15132,O146964,C109362,P1399,2026-05-12,Damaged Product,16083.32
R15133,O147167,C101600,P1004,2025-11-20,Damaged Product,5041.83
R15134,O156316,C105900,P1287,2026-01-31,Quality Issue,4518.73
R15135,O132988,C103425,P1392,2025-08-20,Wrong Product,11644.05
R15136,O109164,C108727,P1149,2026-02-21,Changed Mind,11918.16
R15137,O116463,C106854,P1398,2026-07-16,Damaged Product,5965.2
R15138,O112141,C101868,P1476,2026-08-02,Changed Mind,2878.33
R15139,O108985,C108816,P1247,2026-04-05,Damaged Product,7605.47
R15140,O156798,C108059,P1302,2026-07-03,Quality Issue,10588.64
R15141,O115705,C100051,P1199,2025-04-06,Wrong Product,14673.48
R15142,O140917,C109977,P1015,2025-11-07,Changed Mind,4706.36
R15143,O120788,C105965,P1160,2025-09-15,Quality Issue,3648.77
R15144,O107127,C101142,P1419,2026-05-22,Wrong Product,10293.2
R15145,O148737,C105553,P1004,2026-07-15,Quality Issue,5041.83
R15146,O141309,C105845,P1059,2025-09-15,Damaged Product,19862.32
R15147,O131953,C101187,P1324,2026-06-26,Damaged Product,1576.7
R15148,O129456,C108789,P1050,2025-12-08,Late Delivery,12987.22
R15149,O128609,C109848,P1169,2025-09-22,Damaged Product,6663.17
R15150,O105367,C108296,P1259,2026-02-24,Damaged Product,19040.44
R15151,O116428,C101412,P1465,2025-05-26,Late Delivery,5845.37
R15152,O122106,C100067,P1031,2026-02-20,Damaged Product,8101.04
R15153,O158977,C107774,P1485,2025-07-02,Wrong Product,6095.62
R15154,O142011,C101699,P1358,2026-08-06,Changed Mind,1613.38
R15155,O123748,C104154,P1383,2025-12-11,Late Delivery,19428.08
R15156,O100657,C102713,P1233,2025-11-10,Late Delivery,1856.5
R15157,O144483,C106209,P1127,2026-06-09,Changed Mind,13477.98
R15158,O113727,C109939,P1277,2025-09-12,Damaged Product,6152.75
R15159,O134125,C109335,P1326,2025-03-19,Wrong Product,18539.0
R15160,O136627,C101816,P1422,2025-09-30,Changed Mind,2608.46
R15161,O100402,C107372,P1176,2025-10-02,Quality Issue,6145.72
R15162,O140757,C106762,P1100,2026-03-30,Quality Issue,4771.17
R15163,O107325,C100134,P1311,2026-04-25,Quality Issue,3440.54
R15164,O125685,C103550,P1008,2025-08-15,Damaged Product,1424.82
R15165,O113910,C101274,P1293,2025-07-24,Late Delivery,9603.28
R15166,O127977,C105819,P1431,2026-03-05,Damaged Product,7246.66
R15167,O152233,C106917,P1454,2025-07-27,Changed Mind,2654.18
R15168,O115117,C103892,P1215,2025-02-01,Wrong Product,2804.91
R15169,O138351,C103492,P1416,2026-03-27,Quality Issue,5289.96
R15170,O147131,C105370,P1220,2025-11-10,Wrong Product,11315.41
R15171,O113005,C103267,P1197,2025-04-17,Changed Mind,3303.62
R15172,O108569,C100883,P1322,2025-10-03,Changed Mind,4714.47
R15173,O132212,C106282,P1267,2025-05-26,Changed Mind,9014.46
R15174,O102410,C109838,P1110,2025-11-20,Changed Mind,5750.76
R15175,O149450,C104749,P1136,2025-06-29,Changed Mind,803.78
R15176,O146274,C109725,P1182,2026-06-17,Late Delivery,5932.52
R15177,O146414,C103051,P1079,2026-01-06,Late Delivery,1744.89
R15178,O148072,C109014,P1291,2025-11-05,Quality Issue,1609.31
R15179,O132329,C101525,P1190,2025-02-12,Damaged Product,24465.2
R15180,O133994,C106448,P1340,2026-01-01,Late Delivery,12706.4
R15181,O128439,C102371,P1381,2025-12-06,Wrong Product,5057.19
R15182,O140240,C100768,P1337,2025-10-05,Wrong Product,3606.59
R15183,O151309,C107109,P1358,2025-07-17,Damaged Product,1613.38
R15184,O143221,C101183,P1413,2026-03-29,Wrong Product,757.73
R15185,O146398,C108875,P1466,2025-04-23,Changed Mind,11697.16
R15186,O123526,C100644,P1137,2025-12-29,Damaged Product,14189.02
R15187,O147424,C104615,P1244,2025-06-03,Changed Mind,3305.83
R15188,O110252,C105915,P1021,2025-03-06,Damaged Product,13521.14
R15189,O117743,C102871,P1028,2026-03-11,Damaged Product,11804.54
R15190,O127464,C107528,P1072,2025-09-11,Late Delivery,16518.99
R15191,O136149,C106515,P1240,2025-10-02,Damaged Product,21771.88
R15192,O110689,C107072,P1032,2026-04-20,Damaged Product,8869.36
R15193,O157042,C102498,P1000,2026-06-02,Late Delivery,18577.04
R15194,O146979,C103620,P1107,2026-04-23,Wrong Product,8722.94
R15195,O107677,C107221,P1475,2025-10-28,Damaged Product,3419.22
R15196,O138639,C109223,P1050,2026-05-07,Damaged Product,16404.91
R15197,O144449,C101997,P1340,2025-12-22,Late Delivery,10031.37
R15198,O140031,C108849,P1013,2026-06-24,Damaged Product,8067.6
R15199,O137409,C109145,P1265,2025-04-16,Damaged Product,16431.77
R15200,O104486,C109402,P1295,2026-04-29,Wrong Product,4674.45
R15201,O126322,C101786,P1435,2025-09-16,Wrong Product,3906.19
R15202,O153197,C103655,P1254,2025-01-20,Wrong Product,13884.75
R15203,O141542,C101190,P1259,2025-04-13,Quality Issue,20160.47
R15204,O109283,C104252,P1167,2026-04-03,Changed Mind,27291.71
R15205,O100996,C107787,P1245,2025-06-29,Changed Mind,8615.16
R15206,O126290,C102493,P1402,2025-05-09,Changed Mind,6322.24
R15207,O135771,C108468,P1332,2025-02-02,Damaged Product,13229.77
R15208,O129127,C109632,P1452,2025-09-09,Late Delivery,9067.46
R15209,O147220,C107473,P1454,2026-08-03,Quality Issue,8899.3
R15210,O158088,C102402,P1266,2025-03-11,Late Delivery,7146.8
R15211,O104089,C105498,P1342,2025-03-09,Damaged Product,2813.9
R15212,O130455,C105332,P1238,2026-08-20,Damaged Product,313.42
R15213,O126212,C104066,P1364,2025-11-23,Damaged Product,6738.91
R15214,O137323,C105395,P1013,2026-01-16,Wrong Product,7664.22
R15215,O150834,C106413,P1276,2025-04-18,Damaged Product,15240.88
R15216,O125618,C108591,P1189,2026-05-17,Quality Issue,2550.22
R15217,O149569,C104226,P1296,2025-08-29,Quality Issue,5225.28
R15218,O136818,C100398,P1130,2025-07-18,Late Delivery,9807.23
R15219,O118444,C103717,P1225,2026-08-30,Wrong Product,1876.38
R15220,O157904,C102341,P1356,2026-03-23,Late Delivery,19554.35
R15221,O146989,C102548,P1086,2026-07-27,Wrong Product,5763.94
R15222,O149253,C102020,P1025,2026-03-09,Late Delivery,3479.62
R15223,O127424,C109685,P1030,2025-05-11,Wrong Product,11875.72
R15224,O102247,C106296,P1465,2025-06-11,Wrong Product,11690.75
R15225,O119221,C101056,P1385,2025-04-04,Quality Issue,5680.12
R15226,O117210,C106410,P1018,2025-01-24,Damaged Product,7056.09
R15227,O136421,C106741,P1303,2025-04-30,Changed Mind,14980.08
R15228,O120803,C101327,P1164,2026-02-18,Late Delivery,5861.06
R15229,O119232,C105669,P1254,2025-11-21,Quality Issue,4165.42
R15230,O109628,C100218,P1482,2026-02-13,Quality Issue,10781.81
R15231,O121028,C108570,P1393,2026-05-07,Changed Mind,3806.6
R15232,O154695,C106393,P1084,2025-07-19,Changed Mind,1700.13
R15233,O106904,C102226,P1319,2026-03-19,Wrong Product,4703.67
R15234,O100295,C106166,P1267,2026-06-12,Quality Issue,6343.51
R15235,O153916,C109309,P1324,2025-06-12,Late Delivery,1419.03
R15236,O117198,C100115,P1061,2026-06-12,Damaged Product,13220.69
R15237,O131316,C106089,P1001,2025-04-04,Changed Mind,4361.39
R15238,O103155,C100847,P1058,2025-10-09,Damaged Product,5131.23
R15239,O130799,C103217,P1355,2026-01-15,Wrong Product,8137.75
R15240,O111290,C108602,P1446,2026-08-10,Changed Mind,2521.63
R15241,O115546,C104259,P1423,2026-08-22,Late Delivery,1412.74
R15242,O127428,C103471,P1319,2026-07-17,Changed Mind,4468.49
R15243,O122191,C100209,P1210,2025-02-21,Wrong Product,8787.08
R15244,O106054,C104547,P1418,2025-01-20,Wrong Product,7751.86
R15245,O157221,C101567,P1134,2025-08-01,Damaged Product,2068.75
R15246,O109796,C105224,P1402,2025-10-17,Damaged Product,5971.0
R15247,O124277,C103889,P1220,2026-04-20,Quality Issue,10058.14
R15248,O159344,C106097,P1313,2025-11-30,Quality Issue,12039.66
R15249,O142893,C107224,P1374,2025-01-06,Changed Mind,24501.75
R15250,O113584,C102072,P1372,2025-08-13,Late Delivery,5032.7
R15251,O115078,C107748,P1125,2025-04-13,Late Delivery,7783.17
R15252,O128158,C107778,P1310,2025-03-31,Damaged Product,4002.96
R15253,O103401,C106139,P1319,2025-08-12,Late Delivery,4233.3
R15254,O159459,C103095,P1215,2025-06-06,Quality Issue,2952.54
R15255,O116097,C100502,P1131,2025-07-17,Changed Mind,10932.87
R15256,O136646,C100724,P1033,2026-07-20,Late Delivery,5410.41
R15257,O145452,C108266,P1490,2026-07-09,Wrong Product,1733.11
R15258,O102165,C100721,P1329,2026-04-14,Wrong Product,1297.12
R15259,O135430,C109724,P1141,2025-06-24,Late Delivery,4728.59
R15260,O158184,C108091,P1181,2025-01-25,Changed Mind,12595.32
R15261,O105542,C105303,P1267,2025-11-12,Quality Issue,6677.38
R15262,O118035,C104687,P1411,2025-04-04,Wrong Product,9262.84
R15263,O115428,C105018,P1201,2025-02-05,Wrong Product,7522.18
R15264,O118255,C104754,P1303,2025-01-31,Quality Issue,18974.77
R15265,O145530,C100277,P1171,2025-03-05,Damaged Product,24730.44
R15266,O140019,C104792,P1156,2026-03-22,Damaged Product,6808.72
R15267,O108962,C108730,P1374,2025-09-18,Changed Mind,12895.66
R15268,O122571,C104862,P1361,2025-03-07,Late Delivery,8218.44
R15269,O121212,C107768,P1402,2025-04-04,Changed Mind,5971.0
R15270,O113898,C104559,P1316,2026-01-25,Wrong Product,8980.36
R15271,O155405,C107076,P1407,2026-05-05,Changed Mind,9524.73
R15272,O130262,C107443,P1415,2025-11-30,Damaged Product,1377.9
R15273,O150425,C103788,P1404,2025-12-31,Late Delivery,9372.62
R15274,O118482,C103715,P1124,2025-12-27,Late Delivery,18993.57
R15275,O109733,C105971,P1469,2025-03-22,Quality Issue,5664.62
R15276,O115896,C106514,P1324,2025-03-30,Damaged Product,1576.7
R15277,O112238,C109836,P1364,2026-02-14,Damaged Product,7487.68
R15278,O126917,C106305,P1029,2025-02-02,Wrong Product,3758.42
R15279,O118215,C100932,P1310,2025-07-20,Wrong Product,16011.82
R15280,O108502,C109655,P1218,2025-04-03,Quality Issue,8672.43
R15281,O155131,C100510,P1114,2026-01-11,Late Delivery,6145.61
R15282,O133245,C100353,P1285,2026-07-17,Wrong Product,9973.52
R15283,O133972,C101951,P1234,2026-04-03,Damaged Product,4835.08
R15284,O107690,C105116,P1408,2026-07-16,Damaged Product,6780.74
R15285,O108190,C101330,P1042,2025-02-13,Quality Issue,2289.65
R15286,O144879,C102788,P1229,2025-09-02,Changed Mind,4522.03
R15287,O107883,C107689,P1440,2026-01-21,Damaged Product,8892.86
R15288,O129615,C100527,P1182,2026-02-03,Late Delivery,2669.63
R15289,O140120,C101924,P1330,2026-07-20,Quality Issue,2727.79
R15290,O146884,C100250,P1289,2025-09-27,Damaged Product,2940.86
R15291,O150950,C106399,P1263,2026-03-02,Late Delivery,5277.66
R15292,O140285,C109139,P1472,2026-05-13,Damaged Product,19201.99
R15293,O155573,C103443,P1463,2025-07-11,Damaged Product,5666.14
R15294,O124918,C105719,P1111,2026-05-10,Wrong Product,3974.61
R15295,O107130,C106034,P1187,2025-03-31,Wrong Product,7825.79
R15296,O122579,C106742,P1330,2025-03-15,Changed Mind,8638.01
R15297,O118448,C105262,P1460,2025-07-06,Late Delivery,21287.36
R15298,O108806,C104545,P1499,2026-02-05,Wrong Product,3392.73
R15299,O107105,C103997,P1274,2025-05-31,Damaged Product,7426.15
R15300,O134882,C108828,P1382,2025-09-28,Wrong Product,2795.1
R15301,O106074,C108875,P1148,2026-01-31,Damaged Product,10032.78
R15302,O110263,C102211,P1332,2025-12-24,Quality Issue,3891.11
R15303,O159336,C103605,P1300,2026-08-13,Wrong Product,13012.99
R15304,O135502,C108471,P1121,2025-08-16,Damaged Product,10037.59
R15305,O106298,C106353,P1033,2026-03-12,Quality Issue,10820.82
R15306,O113405,C101187,P1203,2025-07-28,Damaged Product,8190.08
R15307,O139894,C106306,P1290,2025-07-31,Quality Issue,975.94
R15308,O121672,C108694,P1010,2026-01-13,Quality Issue,2613.71
R15309,O119860,C108154,P1276,2025-06-27,Quality Issue,12954.75
R15310,O124996,C107856,P1395,2026-02-07,Wrong Product,2124.81
R15311,O150971,C109135,P1282,2026-06-22,Quality Issue,1941.32
R15312,O149145,C105171,P1359,2026-06-28,Damaged Product,21149.4
R15313,O116275,C101302,P1337,2026-01-26,Damaged Product,5770.54
R15314,O103758,C104106,P1300,2025-12-19,Changed Mind,16266.24
R15315,O118733,C108995,P1320,2025-05-10,Wrong Product,7044.8
R15316,O142166,C103825,P1244,2025-02-16,Quality Issue,3305.83
R15317,O102395,C107821,P1475,2025-04-27,Changed Mind,3419.22
R15318,O137626,C101952,P1422,2026-07-01,Damaged Product,13042.28
R15319,O120553,C100901,P1252,2025-06-03,Damaged Product,1455.88
R15320,O133600,C108914,P1457,2026-03-29,Changed Mind,4316.36
R15321,O119026,C107383,P1394,2025-08-29,Changed Mind,15674.76
R15322,O119136,C107663,P1163,2025-08-21,Changed Mind,5436.97
R15323,O112261,C100135,P1015,2025-08-11,Changed Mind,5229.29
R15324,O158444,C102904,P1494,2025-12-17,Changed Mind,8956.74
R15325,O149707,C109209,P1338,2025-03-04,Changed Mind,5924.58
R15326,O116244,C106765,P1184,2026-01-11,Changed Mind,2500.98
R15327,O140747,C105106,P1415,2025-12-01,Quality Issue,2755.8
R15328,O125385,C105000,P1442,2025-03-12,Late Delivery,14443.08
R15329,O147410,C108302,P1211,2025-08-24,Changed Mind,5789.2
R15330,O134122,C106240,P1045,2026-08-04,Late Delivery,11912.89
R15331,O158281,C101073,P1011,2025-07-10,Wrong Product,4919.72
R15332,O141058,C108020,P1359,2026-08-28,Quality Issue,19034.46
R15333,O150486,C100475,P1138,2026-08-21,Wrong Product,9473.58
R15334,O145825,C100283,P1177,2026-02-18,Changed Mind,3077.23
R15335,O155088,C103924,P1440,2025-12-17,Quality Issue,8337.06
R15336,O107286,C105637,P1275,2025-11-16,Late Delivery,15184.12
R15337,O137248,C100927,P1135,2025-04-17,Damaged Product,3762.5
R15338,O114653,C106603,P1164,2025-12-18,Late Delivery,23444.25
R15339,O115376,C104148,P1330,2025-11-27,Quality Issue,8183.38
R15340,O134987,C104724,P1116,2026-06-08,Quality Issue,6206.4
R15341,O129339,C103819,P1369,2025-02-13,Quality Issue,14367.12
R15342,O143043,C106414,P1379,2025-05-18,Damaged Product,2347.34
R15343,O109098,C108016,P1013,2025-09-07,Damaged Product,9681.12
R15344,O128089,C107550,P1207,2025-08-26,Quality Issue,3760.8
R15345,O157145,C103805,P1267,2026-06-10,Late Delivery,10016.07
R15346,O104856,C107903,P1439,2026-03-04,Quality Issue,1754.86
R15347,O150032,C109996,P1476,2025-01-17,Damaged Product,4557.35
R15348,O150854,C109954,P1300,2025-10-13,Changed Mind,3253.25
R15349,O134173,C101861,P1373,2025-05-27,Late Delivery,8192.9
R15350,O115210,C103941,P1071,2025-11-12,Changed Mind,5263.73
R15351,O159015,C104141,P1183,2025-02-16,Damaged Product,3000.68
R15352,O135022,C106378,P1146,2025-10-08,Quality Issue,5784.44
R15353,O109308,C102067,P1164,2026-02-04,Quality Issue,16657.76
R15354,O127742,C105942,P1063,2026-01-14,Late Delivery,15233.59
R15355,O153669,C104458,P1263,2025-02-14,Quality Issue,1671.26
R15356,O110916,C104816,P1204,2026-02-25,Wrong Product,24513.52
R15357,O151504,C103119,P1430,2025-11-08,Quality Issue,3110.27
R15358,O102975,C102278,P1467,2026-01-27,Changed Mind,3420.51
R15359,O153468,C108366,P1309,2025-07-27,Quality Issue,1844.67
R15360,O141944,C108780,P1315,2025-11-01,Damaged Product,12551.14
R15361,O142476,C103912,P1148,2025-08-15,Late Delivery,5016.39
R15362,O129014,C108124,P1259,2026-01-13,Damaged Product,14933.68
R15363,O126827,C104733,P1142,2025-06-03,Late Delivery,8331.66
R15364,O132042,C105016,P1221,2025-01-14,Wrong Product,4463.76
R15365,O157310,C102217,P1210,2025-07-29,Changed Mind,8787.08
R15366,O156518,C106148,P1429,2025-11-28,Quality Issue,3642.88
R15367,O132293,C105155,P1017,2025-11-11,Quality Issue,8230.72
R15368,O137337,C109164,P1134,2025-02-10,Quality Issue,1156.06
R15369,O124655,C107220,P1261,2026-04-27,Damaged Product,1200.33
R15370,O119061,C104337,P1413,2026-02-04,Changed Mind,3030.93
R15371,O108091,C106404,P1443,2026-02-14,Changed Mind,20606.3
R15372,O117070,C102740,P1234,2026-02-21,Damaged Product,13054.72
R15373,O148434,C102329,P1299,2025-04-14,Wrong Product,12180.98
R15374,O121097,C100369,P1040,2025-02-07,Damaged Product,7304.64
R15375,O103921,C109602,P1485,2025-07-22,Late Delivery,7314.74
R15376,O136730,C105835,P1448,2026-03-09,Damaged Product,3309.6
R15377,O151237,C100846,P1401,2026-01-24,Damaged Product,2029.56
R15378,O107649,C101669,P1495,2026-05-12,Quality Issue,2686.74
R15379,O113836,C105552,P1024,2026-01-29,Changed Mind,9654.05
R15380,O139401,C100720,P1483,2025-05-08,Wrong Product,3416.26
R15381,O144408,C104389,P1145,2025-03-25,Changed Mind,4683.42
R15382,O123442,C109604,P1391,2026-01-28,Changed Mind,13668.32
R15383,O132602,C101252,P1418,2026-04-07,Late Delivery,8663.85
R15384,O134277,C109246,P1120,2026-03-15,Late Delivery,3187.68
R15385,O111664,C107581,P1432,2025-03-30,Changed Mind,14369.7
R15386,O101367,C103307,P1097,2026-04-04,Wrong Product,1421.23
R15387,O152069,C108465,P1181,2025-11-28,Damaged Product,3778.6
R15388,O156515,C104363,P1491,2026-01-11,Quality Issue,8088.23
R15389,O113066,C100032,P1050,2025-06-01,Late Delivery,8658.15
R15390,O116916,C104663,P1227,2025-11-28,Quality Issue,4189.89
R15391,O135601,C106902,P1061,2026-05-05,Late Delivery,13220.69
R15392,O106383,C109310,P1034,2026-03-31,Late Delivery,8692.3
R15393,O145934,C100852,P1370,2026-01-23,Quality Issue,11131.52
R15394,O117807,C104529,P1137,2025-08-05,Quality Issue,11351.22
R15395,O107125,C107255,P1194,2026-05-01,Damaged Product,647.36
R15396,O109403,C103276,P1189,2026-05-12,Changed Mind,3825.33
R15397,O143076,C104228,P1233,2025-04-13,Wrong Product,5569.5
R15398,O133055,C104015,P1221,2026-04-04,Wrong Product,1004.35
R15399,O130477,C104991,P1495,2025-08-18,Late Delivery,850.8
R15400,O121066,C104190,P1363,2025-02-07,Quality Issue,787.24
R15401,O125206,C103984,P1473,2025-04-29,Late Delivery,10620.16
R15402,O128142,C101546,P1350,2026-02-14,Damaged Product,6346.58
R15403,O124657,C105906,P1358,2025-03-05,Changed Mind,5694.3
R15404,O144363,C106717,P1394,2025-10-26,Damaged Product,9927.35
R15405,O152702,C105131,P1292,2026-04-21,Damaged Product,15657.07
R15406,O115085,C108291,P1126,2025-08-13,Damaged Product,2485.15
R15407,O147498,C106845,P1178,2026-06-01,Wrong Product,8994.51
R15408,O137942,C104163,P1374,2025-05-26,Damaged Product,25791.32
R15409,O155824,C105408,P1018,2026-05-02,Wrong Product,6684.71
R15410,O127740,C102980,P1081,2025-02-27,Wrong Product,7160.72
R15411,O128635,C105961,P1182,2025-08-13,Late Delivery,3559.51
R15412,O130177,C107186,P1014,2026-03-07,Wrong Product,9736.49
R15413,O151738,C108622,P1190,2025-11-29,Wrong Product,5504.67
R15414,O113890,C104952,P1148,2025-08-30,Wrong Product,20065.56
R15415,O147595,C105417,P1320,2025-12-23,Damaged Product,2072.0
R15416,O122972,C103351,P1260,2026-08-01,Late Delivery,2894.31
R15417,O129779,C105772,P1272,2025-05-16,Quality Issue,1107.74
R15418,O114285,C109834,P1216,2025-12-10,Changed Mind,12372.09
R15419,O133957,C105579,P1157,2025-10-24,Wrong Product,2603.56
R15420,O107563,C108585,P1058,2025-06-25,Damaged Product,4104.98
R15421,O157547,C107346,P1229,2025-10-03,Changed Mind,4522.03
R15422,O153560,C101805,P1420,2026-02-06,Late Delivery,2479.09
R15423,O149336,C104378,P1283,2026-06-08,Changed Mind,6153.96
